alagong	阿拉貢	443
alai	阿萊	1760
alamutu	阿拉木圖	1100
alan	阿蘭	2450
alang	阿朗	1200
alao	阿勞	1170
alashan	阿拉善	826
alashanmeng	阿拉善盟	35
alasijia	阿拉斯加	4370
alasijiazhou	阿拉斯加州	420
alawei	阿拉維	950
alei	阿雷	1959
alei	阿勒	1910
aleipo	阿勒頗	2090
aleitai	阿勒泰	170
ali	阿里	30900
ali	阿力	4100
ali	阿利	3210
alian	阿聯	2880
alian	阿蓮	464
alianqiu	阿聯酋	5130
alibaba	阿里巴巴	6460
alidiqu	阿里地區	2970
alie	阿列	2930
alieke	阿列克	221
aliekexie	阿列克謝	13
alilang	阿里郎	895
alingdun	阿靈頓	97
alishan	阿里山	1320
alisi	阿里斯	2350
aliushen	阿留申	66
along	阿龍	3950
alongsuo	阿隆索	58
aluba	阿魯巴	170
alun	阿倫	1660
aluo	阿羅	3950
aluoyue	阿羅約	362
ama	阿嬤	3000000000
ama	阿媽	4810
ama	阿瑪	1200
aman	阿曼	10200
amani	阿瑪尼	94
amei	阿美	1660
amei	阿梅	1540
amei	阿妹	1130
amen	阿門	3720
ameng	阿蒙	1600
ami	阿米	3160
amiba	阿米巴	297
amier	阿米爾	845
amin	阿敏	390
aming	阿明	1350
amo	阿莫	2460
amo	阿末	1890
amu	阿姆	2040
amuer	阿穆爾	61
amuha	阿姆哈	196
amuhe	阿姆河	197
amusitedan	阿姆斯特丹	6310
amusitelang	阿姆斯特朗	1580
an	按	174000
an	案	93300
an	安	83200
an	俺	22900
an	暗	22900
an	幹	16550
an	岸	8130
an	氨	4900
an	庵	4680
an	胺	2510
an	廣	2035
an	鞍	1050
an	銨	692
an	盒	550
an	諳	437
an	唵	275
ana	阿納	2930
anan	阿難	5660
anan	阿南	5020
anan	安安	4160
anan	暗暗	2000
ananjingjing	安安靜靜	1050
ananwenwen	安安穩穩	37
anban	案板	2840
anbang	安邦	1120
anbao	安保	4070
anbei	安倍	4570
anbeijinsan	安倍晉三	2570
anbian	岸邊	4790
anbingbudong	按兵不動	1050
anbu	安布	3540
anbujiuban	按部就班	37
ancang	暗藏	1290
ancha	安插	1700
anchashi	按察使	71
anchu	暗處	2130
anchun	鵪鶉	1
anci	按此	12700
anda	安達	3090
andalve	安大略	111
andalvesheng	安大略省	11
andaman	安達曼	265
andan	黯淡	1700
andan	暗淡	1350
andao	按倒	7300
andaoer	安道爾	1860
ande	安德	4820
andelabang	安得拉邦	16
andeli	安德里	1090
andelie	安德烈	4170
andelie	安德列	229
andeliesiqundao	安的列斯群島	3
andelu	安德魯	5250
andelusi	安德魯斯	498
andesen	安德森	3550
andesi	安德斯	424
andi	安迪	2400
andi	暗地	2250
andili	暗地裡	1660
anding	安定	15100
andingmen	安定門	1380
andingtuanjie	安定團結	1280
andisi	安第斯	423
andisishan	安地斯山	29
andisishan	安第斯山	29
andisishanmai	安第斯山脈	11
andong	安東	2880
andongni	安東尼	7410
andongniao	安東尼奧	2400
andongnuofu	安東諾夫	188
andun	安頓	2690
anduo	安多	7910
anfa	案發	3800
anfahou	案發後	380
anfan	案犯	3260
anfang	安放	3800
anfang	暗訪	1050
anfaqian	案發前	378
anfashi	案發時	379
anfaxianchang	案發現場	1100
anfeitaming	安非他命	29
anfen	安分	1020
anfeng	安豐	725
anfeng	暗諷	162
anfenshouji	安分守己	9
anfu	安撫	10000
anfu	安福	2180
anfusi	安撫司	784
ang	昂	4270
ang	骯	1200
ang	盎	724
ang	醃	117
ang	仰	81
angang	鞍鋼	98
ange	安哥	2780
angeer	安格爾	292
angela	安哥拉	5250
angela	安格拉	930
angesi	安格斯	372
anggelu	盎格魯	7
anggui	昂貴	12000
angran	盎然	70
angshan	昂山	1480
angshou	昂首	397
angshoukuobu	昂首闊步	1
angshoutingxiong	昂首挺胸	3
angsi	盎司	1860
anguiding	按規定	1150
anguo	安國	1580
angyang	昂揚	1050
angzang	骯髒	13200
anhan	暗含	1540
anhao	暗號	4270
anhao	安好	2140
anheer	安赫爾	443
anhei	暗黑	3310
anhongse	暗紅色	1690
anhua	安化	4350
anhua	安華	1320
anhui	安徽	30900
anhuidaxue	安徽大學	2880
anhuisheng	安徽省	8510
ani	阿尼	2980
anji	安吉	3550
anji	氨基	1700
anjia	俺家	2180
anjia	安家	1050
anjialuohu	安家落戶	86
anjian	案件	91200
anjian	按鍵	4570
anjian	安檢	3160
anjian	安監	2180
anjian	暗箭	560
anjianju	安監局	165
anjiao	暗礁	208
anjie	按揭	2040
anjie	安潔	443
anjihua	按計劃	1700
anjila	安吉拉	347
anjilina	安吉麗娜	25
anjing	安靜	25100
anjingxialai	安靜下來	2150
anjisuan	氨基酸	3800
anju	安居	2040
anjuan	案卷	1410
anjuleye	安居樂業	1580
ankala	安卡拉	1470
ankang	安康	3240
ankangshi	安康市	320
anla	安拉	2450
anlaofenpei	按勞分配	101
anle	安樂	1660
anlesi	安樂死	2000
anli	案例	33100
anli	按理	3690
anli	安利	1260
anlian	暗戀	2880
anlian	安聯	2820
anlihui	安理會	7760
anlishuo	按理說	1000
anliu	暗流	1580
anlong	安龍	3820
anlu	安陸	1760
anlushan	安祿山	27
anlushi	安陸市	166
anma	鞍馬	104
anman	安曼	1520
anmen	俺們	2510
anmen	暗門	2009
anmian	安眠	261
anmianyao	安眠藥	1780
anmin	安民	2610
anmo	按摩	14100
anmobang	按摩棒	1120
anmoqi	按摩器	1120
anmoshi	按摩師	1550
anmoyi	按摩椅	213
anmoyuan	按摩院	1070
anna	安娜	19500
anna	安納	2860
annajin	安納金	242
annan	安南	3980
anni	安妮	10000
anning	安寧	8510
annita	安妮塔	827
anniu	按鈕	11500
anpai	安排	107000
anpei	安培	1740
anping	安平	3490
anpingxian	安平縣	314
anqi	暗器	1350
anqi	按期	1320
anqi	氨氣	451
anqi	安琪	130
anqila	安琪拉	12
anqing	案情	4570
anqing	安慶	4370
anqingshi	安慶市	430
anqiu	安丘	550
anquan	安全	407000
anquanbu	安全部	3160
anquanbudui	安全部隊	1230
anquanbumen	安全部門	1950
anquanbuzhang	安全部長	10100
anquancuoshi	安全措施	1230
anquandai	安全帶	2880
anquanfa	安全法	1860
anquangan	安全感	5750
anquanjiancha	安全檢查	1350
anquanjianguan	安全監管	3940
anquanju	安全域性	5370
anquanloudong	安全漏洞	1530
anquanmao	安全帽	1230
anquanqu	安全區	21100
anquanshijian	安全事件	17800
anquantao	安全套	1660
anquanwang	安全網	16900
anquanxing	安全性	11700
anquanxishu	安全係數	872
anquanyinhuan	安全隱患	815
anran	安然	3160
anran	黯然	1820
anranshise	黯然失色	16
anranwuyang	安然無恙	1950
anren	安仁	839
ansai	安塞	2370
anse	暗色	1170
ansha	暗殺	18200
anshan	鞍山	3310
anshang	安上	8130
anshang	岸上	2090
anshanshi	鞍山市	327
anshen	安神	5010
anshen	安身	3260
ansheng	安生	1450
anshenliming	安身立命	14
anshi	暗示	20400
anshi	按時	7590
anshi	安室	3590
anshi	暗室	1680
anshizhe	暗示著	2020
anshizhiluan	安史之亂	1380
anshu	桉樹	22
anshui	安睡	4350
anshui	氨水	478
anshun	安順	1510
anshunshi	安順市	151
anshuo	按說	1120
ansuan	暗算	1120
anta	安踏	562
antai	安泰	1330
anteweipu	安特衛普	8
anti	安提	5190
antigua	安提瓜	71
antou	案頭	5200
antuowan	安託萬	302
antusheng	安徒生	64
anu	阿努	670
anuo	阿諾	1620
anuode	阿諾德	1350
anuosi	阿諾斯	250
anwang	暗網	2120
anwei	安慰	16600
anwei	安危	4270
anweiji	安慰劑	887
anwen	安穩	4680
anwutianri	暗無天日	20
anwuzhi	暗物質	1120
anxi	安息	6760
anxi	安西	5450
anxi	安溪	625
anxia	按下	3090
anxian	安縣	1170
anxian	岸線	777
anxiang	安鄉	4870
anxiang	安詳	2750
anxiang	暗箱	812
anxiang	安祥	443
anxin	安心	12000
anxiri	安息日	1290
anya	按壓	1290
anyang	安陽	3020
anyangshi	安陽市	299
anyangxian	安陽縣	299
anye	暗夜	1020
anyi	安逸	2040
anying	暗影	1200
anyixuan	安以軒	19
anyou	案由	8660
anyu	安於	7990
anyu	暗語	1860
anyu	暗喻	187
anyuan	按原	8890
anyuan	安遠	5100
anyuan	安源	2330
anyue	安嶽	652
anyuxianzhuang	安於現狀	227
anzai	安在	8270
anzan	按贊	2840
anzang	安葬	3240
anzhao	按照	112000
anzhe	按著	15699
anzhi	安置	20000
anzhi	暗指	2070
anzhong	暗中	8130
anzhong	案中	1820
anzhu	按住	2400
anzhuang	安裝	56200
anzhuangbao	安裝包	3480
anzhuo	安卓	9550
anzhuoban	安卓版	915
anzi	案子	12000
anzi	暗自	1290
ao	奧	43700
ao	澳	12900
ao	熬	8510
ao	嗷	2750
ao	凹	2690
ao	鰲	1820
ao	傲	1700
ao	敖	1020
ao	噢	1020
ao	襖	776
ao	拗	724
ao	坳	661
ao	螯	646
ao	翱	309
ao	棍	268
ao	獒	263
ao	鏊	263
aoao	嗷嗷	1350
aoba	奧巴	2330
aobama	奧巴馬	12900
aobenhaimo	奧本海默	4
aobi	奧比	4070
aocao	凹槽	228
aodaili	奧黛麗	17
aodali	澳大利	268
aodaliya	澳大利亞	52500
aodaliyaguangbogongsi	澳大利亞廣播公司	279
aodaliyaren	澳大利亞人	1550
aodaliyazhengfu	澳大利亞政府	1170
aode	奧德	1700
aodesa	敖德薩	9
aodesai	奧德賽	1200
aodexiu	奧德修	164
aodi	奧迪	3550
aodili	奧地利	20900
aodiliren	奧地利人	2080
aoding	奧丁	1740
aoduo	奧多	4250
aoerbani	奧爾巴尼	13
aoerde	奧爾德	232
aoerjia	奧爾加	251
aoerliang	奧爾良	73
aoersen	奧爾森	113
aoge	奧格	2930
aogu	奧古	2330
aoguo	熬過	1550
aoguolai	熬過來	155
aoguoqu	熬過去	832
aogusi	奧古斯	1020
aogusiding	奧古斯丁	98
aogusita	奧古斯塔	100
aogusite	奧古斯特	101
aohui	懊悔	2190
aojiao	傲嬌	108
aokangna	奧康納	87
aoke	奧克	2930
aokelahe	奧克拉荷	51
aokelan	奧克蘭	3980
aokesi	奧克斯	943
aola	奧拉	1510
aolan	奧蘭	1100
aolanduo	奧蘭多	3090
aolanzhi	奧蘭治	107
aolei	奧勒	1710
aoli	奧裡	4220
aoli	奧利	3470
aoliege	奧列格	175
aolifu	奧利弗	1450
aolifu	奧利佛	1120
aolifu	奧立佛	108
aolin	奧林	2560
aolinbasi	奧林巴斯	47
aolinpike	奧林匹克	5890
aolinpikeyundonghui	奧林匹克運動會	1410
aolinpiya	奧林匹亞	1000
aolisabang	奧里薩邦	9
aoliwei	奧利維	320
aoliwei	奧莉薇	38
aoliweiya	奧利維亞	199
aoma	奧馬	3770
aoma	奧瑪	1050
aomaer	奧馬爾	2040
aomaha	奧馬哈	217
aoman	傲慢	7240
aomei	奧美	3760
aomen	澳門	85100
aomentebiexingzhengqu	澳門特別行政區	179
aomi	奧秘	4900
aomi	奧米	3600
aomiao	奧妙	1170
aonao	懊惱	1700
aonier	奧尼爾	2140
aopatela	奧帕特拉	22
aoqi	傲氣	165
aoshali	奧沙利	121
aoshi	傲視	166
aoshiti	奧氏體	94
aoshu	奧數	3240
aosi	奧斯	3020
aosiben	奧斯本	277
aosiding	奧斯丁	147
aosika	奧斯卡	19100
aosikajiang	奧斯卡獎	1450
aosikajinxiangjiang	奧斯卡金像獎	99
aosilu	奧斯陸	2240
aosiman	奧斯曼	2510
aosimandiguo	奧斯曼帝國	2510
aosite	奧斯特	1660
aositing	奧斯汀	1780
aosiweixin	奧斯維辛	6
aotaoji	奧陶紀	33
aote	奧特	1410
aoteman	奧特曼	1820
aoti	奧體	3040
aotu	奧圖	3919
aotu	凹凸	152
aotubuping	凹凸不平	12
aotuo	奧托	2140
aowang	澳網	1230
aoweier	奧威爾	845
aoweihui	奧委會	1550
aoxian	凹陷	1320
aoxiang	翱翔	1230
aoxin	澳新	1270
aoye	熬夜	3390
aoyi	奧義	2630
aoyou	遨遊	2
aoyuan	澳元	1260
aoyun	奧運	42700
aoyunguanjun	奧運冠軍	2710
aoyunhui	奧運會	29500
aoyunjinpai	奧運金牌	1230
aozhan	鏖戰	2
aozhou	澳洲	3000000000
aozhouren	澳洲人	1820
aozi	奧茲	1220
aozuwei	奧組委	123
apa	阿帕	1060
apaqi	阿帕奇	82
apo	阿婆	341
aqi	阿奇	2670
aqiang	阿強	5660
aqizi	阿齊茲	88
asa	阿薩	2100
asade	阿薩德	2570
asaibaijiang	亞塞拜然	5370
asaibaijiangren	亞塞拜然人	537
asamu	阿薩姆	1320
asangqi	阿桑奇	79
ase	阿瑟	1740
asen	阿森	1510
asenna	阿森納	4270
ashen	阿什	1260
ashenli	阿什利	123
asi	阿斯	2190
asidun	阿斯頓	205
asilan	阿斯蘭	203
asipilin	阿斯匹林	16
asipilin	阿司匹林	5
asitana	阿斯塔納	31
asong	阿松	2460
asu	阿蘇	1200
ata	阿塔	3110
ate	阿特	1020
atelasi	阿特拉斯	152
ati	阿提	5420
atika	阿提卡	351
atongmu	阿童木	70
atuopin	阿托品	160
awa	阿瓦	1200
awen	阿文	4660
axi	阿西	5700
axin	阿信	1020
axiuluo	阿修羅	209
aya	啊呀	10300
aya	阿亞	4760
ayi	阿姨	20900
ayi	阿一	8510
ayuwang	阿育王	58
azha	阿扎	1050
azhaer	阿扎爾	119
azi	阿茲	1430
aziteke	阿茲特克	11
ba	把	1480000
ba	吧	955000
ba	八	53700
ba	巴	50100
ba	爸	14500
ba	拔	10500
ba	扒	10000
ba	罷	7590
ba	粑	4470
ba	壩	4370
ba	峇	3980
ba	芭	3980
ba	霸	3470
ba	靶	2290
ba	叭	2000
ba	疤	1860
ba	跋	1780
ba	鈀	1700
ba	耙	1480
ba	捌	1020
ba	笆	646
ba	灞	437
ba	抜	251
baba	爸爸	75900
baba	巴巴	3720
baba	八八	2690
babaduosi	巴貝多	1580
babai	八百	3310
babaiwan	八百萬	1580
babala	芭芭拉	2190
babala	巴巴拉	363
babamama	爸爸媽媽	3090
babao	八寶	2470
babaoli	巴寶莉	46
babaoshan	八寶山	192
babi	巴比	3310
babi	芭比	1620
babie	巴別	4150
babilun	巴比倫	4790
babing	把柄	1860
babiwawa	芭比娃娃	149
babo	巴伯	1200
baboluo	巴勃羅	35
babu	八部	3919
babu	巴布	1860
babude	巴不得	1700
babuya	巴布亞	1290
babuyaxinjineiya	巴布亞紐幾內亞	1550
bachang	靶場	1510
bacheng	八成	5890
bachi	把持	4370
bachi	八尺	531
bachu	拔出	2000
bachu	巴楚	1230
bachu	拔除	1020
bachu	罷黜	29
bachulai	拔出來	199
bachuxian	巴楚縣	118
baci	八次	1260
bada	八大	10200
bada	八達	4620
bada	巴達	1200
badai	八代	2590
badaling	八達嶺	156
badan	巴丹	1310
badao	八道	4680
badao	霸道	3470
badao	拔刀	833
bade	巴德	5890
badeng	巴登	1860
badi	巴迪	1120
badi	巴蒂	1100
badian	八點	7080
badianban	八點半	658
badianzhong	八點鐘	605
badiao	拔掉	2510
badierqi	拔地而起	10
bading	壩頂	391
badong	巴東	2190
badongxian	巴東縣	217
badu	八度	1100
badun	巴頓	3020
baensi	巴恩斯	1620
baer	巴爾	4470
baerdemo	巴爾的摩	2040
baergan	巴爾幹	3390
baerganbandao	巴爾幹半島	1740
baergandiqu	巴爾幹地區	337
baerzhake	巴爾扎克	223
bafaliya	巴伐利亞	1740
bafang	八方	1380
bafei	巴菲	1200
bafeite	巴菲特	1450
bafen	八分	1020
bafenzhong	八分鐘	4080
bagao	拔高	1030
bage	八個	16200
bage	巴格	1620
bage	八哥	1050
bageda	巴格達	5010
bagong	罷工	26300
bagu	八股	2900
bagua	八卦	12000
baguan	把關	2450
baguan	罷官	700
baguang	扒光	903
baguazhang	八卦掌	532
baguo	巴國	4520
baguolianjun	八國聯軍	1620
baha	巴哈	1580
bahama	巴哈馬	2510
bahao	八號	1860
bahayi	巴哈伊	153
bahe	巴赫	3020
bahe	拔河	880
bahen	疤痕	2090
bahu	跋扈	1070
bahuang	八荒	379
bai	白	79400
bai	拜	41700
bai	擺	39800
bai	百	30200
bai	敗	14500
bai	派	9550
bai	掰	5010
bai	柏	4270
bai	排	1860
bai	伯	810
bai	扒	500
bai	唄	466
bai	栢	407
bai	佰	263
baiaixing	白矮星	80
baibai	白白	5130
baibai	拜拜	2690
baibai	掰掰	251
baibaide	白白的	513
baibaier	柏柏爾	20
baibailangfei	白白浪費	464
baiban	白板	2690
baiban	百般	1950
baiban	白斑	650
baibashi	百八十	447
baibei	百倍	2510
baibei	敗北	1260
baibi	敗筆	978
baibian	百變	1660
baibing	百病	2150
baibu	擺佈	3800
baibu	白布	3470
baibu	百部	2500
baibu	百步	1680
baicai	白菜	2570
baicao	百草	1950
baicheng	白城	4870
baichengshi	白城市	6720
baichenshan	白襯衫	835
baichi	白痴	13500
baichi	白吃	6740
baichideng	白熾燈	6
baichongxi	白崇禧	2
baichu	百出	2910
baichuan	百川	1180
baici	百次	2730
baici	白瓷	178
baida	白搭	2900
baida	百達	2770
baida	百搭	1820
baida	百大	1320
baidai	白帶	1150
baidanbai	白蛋白	870
baidao	拜倒	3130
baideng	拜登	2880
baidi	白地	7450
baidi	白底	2340
baidian	白點	6860
baidong	擺動	2510
baidu	百度	69200
baidu	白讀	4650
baidu	拜讀	3040
baidu	擺渡	1550
baie	白俄	1820
baie	白堊	16
baieji	白堊紀	1320
baieluosi	白俄羅斯	12600
baien	拜恩	1800
baier	拜爾	2860
baifa	白髮	2630
baifabaizhong	百發百中	14
baifacangcang	白髮蒼蒼	7
baifan	白飯	3070
baifang	拜訪	14500
baifang	擺放	4470
baifei	白費	2630
